 variables = "x", "y", "z"
 zone i=          61 , j=         201 , f=point
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000       1.66666666666666664E-002   0.0000000000000000     
   0.0000000000000000       3.33333333333333329E-002   0.0000000000000000     
   0.0000000000000000       5.00000000000000028E-002   0.0000000000000000     
   0.0000000000000000       6.66666666666666657E-002   0.0000000000000000     
   0.0000000000000000       8.33333333333333287E-002   0.0000000000000000     
   0.0000000000000000       9.99999999999999917E-002   0.0000000000000000     
   0.0000000000000000       0.11666666666666665        0.0000000000000000     
   0.0000000000000000       0.13333333333333333        0.0000000000000000     
   0.0000000000000000       0.14999999999999999        0.0000000000000000     
   0.0000000000000000       0.16666666666666666        0.0000000000000000     
   0.0000000000000000       0.18333333333333332        0.0000000000000000     
   0.0000000000000000       0.19999999999999998        0.0000000000000000     
   0.0000000000000000       0.21666666666666665        0.0000000000000000     
   0.0000000000000000       0.23333333333333331        0.0000000000000000     
   0.0000000000000000       0.24999999999999997        0.0000000000000000     
   0.0000000000000000       0.26666666666666666        0.0000000000000000     
   0.0000000000000000       0.28333333333333333        0.0000000000000000     
   0.0000000000000000       0.29999999999999999        0.0000000000000000     
   0.0000000000000000       0.31666666666666665        0.0000000000000000     
   0.0000000000000000       0.33333333333333331        0.0000000000000000     
   0.0000000000000000       0.34999999999999998        0.0000000000000000     
   0.0000000000000000       0.36666666666666664        0.0000000000000000     
   0.0000000000000000       0.38333333333333330        0.0000000000000000     
   0.0000000000000000       0.39999999999999997        0.0000000000000000     
   0.0000000000000000       0.41666666666666663        0.0000000000000000     
   0.0000000000000000       0.43333333333333329        0.0000000000000000     
   0.0000000000000000       0.44999999999999996        0.0000000000000000     
   0.0000000000000000       0.46666666666666662        0.0000000000000000     
   0.0000000000000000       0.48333333333333328        0.0000000000000000     
   0.0000000000000000       0.49999999999999994        0.0000000000000000     
   0.0000000000000000       0.51666666666666661        0.0000000000000000     
   0.0000000000000000       0.53333333333333333        0.0000000000000000     
   0.0000000000000000       0.55000000000000004        0.0000000000000000     
   0.0000000000000000       0.56666666666666676        0.0000000000000000     
   0.0000000000000000       0.58333333333333348        0.0000000000000000     
   0.0000000000000000       0.60000000000000020        0.0000000000000000     
   0.0000000000000000       0.61666666666666692        0.0000000000000000     
   0.0000000000000000       0.63333333333333364        0.0000000000000000     
   0.0000000000000000       0.65000000000000036        0.0000000000000000     
   0.0000000000000000       0.66666666666666707        0.0000000000000000     
   0.0000000000000000       0.68333333333333379        0.0000000000000000     
   0.0000000000000000       0.70000000000000051        0.0000000000000000     
   0.0000000000000000       0.71666666666666723        0.0000000000000000     
   0.0000000000000000       0.73333333333333395        0.0000000000000000     
   0.0000000000000000       0.75000000000000067        0.0000000000000000     
   0.0000000000000000       0.76666666666666738        0.0000000000000000     
   0.0000000000000000       0.78333333333333410        0.0000000000000000     
   0.0000000000000000       0.80000000000000082        0.0000000000000000     
   0.0000000000000000       0.81666666666666754        0.0000000000000000     
   0.0000000000000000       0.83333333333333426        0.0000000000000000     
   0.0000000000000000       0.85000000000000098        0.0000000000000000     
   0.0000000000000000       0.86666666666666770        0.0000000000000000     
   0.0000000000000000       0.88333333333333441        0.0000000000000000     
   0.0000000000000000       0.90000000000000113        0.0000000000000000     
   0.0000000000000000       0.91666666666666785        0.0000000000000000     
   0.0000000000000000       0.93333333333333457        0.0000000000000000     
   0.0000000000000000       0.95000000000000129        0.0000000000000000     
   0.0000000000000000       0.96666666666666801        0.0000000000000000     
   0.0000000000000000       0.98333333333333472        0.0000000000000000     
   0.0000000000000000        1.0000000000000013        0.0000000000000000     
  
  2.50000000000000014E-002   0.0000000000000000        1.0000000000000000     
  2.50000000000000014E-002  1.66666666666666664E-002  0.12103587522063124     
  2.50000000000000014E-002  3.33333333333333329E-002  2.24246672801789865E-002
  2.50000000000000014E-002  5.00000000000000028E-002 -9.25868954593424428E-005
  2.50000000000000014E-002  6.66666666666666657E-002 -1.34978499987649142E-003
  2.50000000000000014E-002  8.33333333333333287E-002 -2.14870445150879707E-004
  2.50000000000000014E-002  9.99999999999999917E-002  4.24010279551314512E-005
  2.50000000000000014E-002  0.11666666666666665       1.58007373587704277E-005
  2.50000000000000014E-002  0.13333333333333333       1.27495959047430592E-007
  2.50000000000000014E-002  0.14999999999999999      -5.68911995434214355E-007
  2.50000000000000014E-002  0.16666666666666666      -5.94735045344010351E-008
  2.50000000000000014E-002  0.18333333333333332       1.29419083318699818E-008
